mutant, misMatchPercentage, isSameDimensions, analysisTime
274, 0.25, true, 102
275, 0.80, true, 97
275, 0.25, true, 102
275, 0.76, true, 107
275, 0.25, true, 101
276, 0.25, true, 102
276, 0.25, true, 100
276, 0.76, true, 103
276, 0.25, true, 102
277, 0.25, true, 104
277, 0.25, true, 104
277, 0.76, true, 98
277, 0.25, true, 104
278, 0.81, true, 96
278, 0.24, true, 104
278, 0.75, true, 99
278, 0.24, true, 105
279, 0.27, true, 109
279, 0.24, true, 102
279, 0.73, true, 104
279, 0.24, true, 98
280, 0.27, true, 105
280, 0.24, true, 105
280, 0.75, true, 99
280, 0.24, true, 104
281, 0.81, true, 100
281, 0.24, true, 103
281, 92.56, true, 166
281, 93.07, true, 177
282, 0.80, true, 102
282, 0.25, true, 99
282, 0.76, true, 100
282, 0.25, true, 104
283, 0.80, true, 106
283, 0.25, true, 103
283, 0.76, true, 99
283, 0.25, true, 100
284, 0.80, true, 99
284, 0.25, true, 104
284, 0.76, true, 99
284, 0.25, true, 104
285, 0.80, true, 97
285, 0.25, true, 129
285, 0.76, true, 101
285, 0.25, true, 105
286, 0.81, true, 103
286, 0.25, true, 104
286, 0.77, true, 98
286, 0.25, true, 103
287, 0.27, true, 106
287, 0.25, true, 104
287, 0.77, true, 97
287, 0.25, true, 106
288, 0.81, true, 97
288, 0.25, true, 106
288, 0.77, true, 103
288, 0.25, true, 101
289, 0.27, true, 113
289, 0.25, true, 104
289, 0.77, true, 112
289, 0.25, true, 103
290, 0.81, true, 100
290, 0.25, true, 105
290, 0.76, true, 107
290, 0.25, true, 105
291, 0.81, true, 95
291, 0.25, true, 109
291, 0.76, true, 101
291, 0.25, true, 103
292, 0.81, true, 94
292, 0.25, true, 104
292, 0.76, true, 100
292, 0.25, true, 105
293, 0.27, true, 104
293, 0.25, true, 104
293, 0.76, true, 102
293, 0.25, true, 105
294, 0.26, true, 107
294, 0.25, true, 103
294, 0.76, true, 101
294, 0.25, true, 105
295, 0.26, true, 102
295, 0.25, true, 108
295, 0.76, true, 100
295, 0.25, true, 103
296, 0.80, true, 110
296, 0.25, true, 104
296, 0.76, true, 98
296, 0.25, true, 103
297, 0.26, true, 111
297, 0.25, true, 107
297, 0.76, true, 99
297, 0.25, true, 104
298, 0.81, true, 98
298, 0.25, true, 103
298, 0.77, true, 97
298, 0.25, true, 110
299, 0.81, true, 102
299, 0.25, true, 102
299, 0.77, true, 116
299, 0.25, true, 105
300, 0.27, true, 108
300, 0.25, true, 109
300, 0.77, true, 101
300, 0.25, true, 110
301, 0.81, true, 106
301, 0.25, true, 103
301, 0.77, true, 116
301, 0.25, true, 106
302, 0.81, true, 102
302, 0.25, true, 107
302, 0.77, true, 101
302, 0.25, true, 107
303, 0.26, true, 108
303, 0.25, true, 103
303, 0.77, true, 99
303, 0.25, true, 109
304, 0.26, true, 100
304, 0.25, true, 102
304, 0.77, true, 104
304, 0.25, true, 103
305, 0.81, true, 101
305, 0.25, true, 108
305, 0.77, true, 99
305, 0.25, true, 103
306, 0.26, true, 100
306, 0.25, true, 108
306, 0.77, true, 99
306, 0.25, true, 103
307, 0.26, true, 115
307, 0.25, true, 105
307, 0.77, true, 97
307, 0.25, true, 101
308, 0.80, true, 99
308, 0.25, true, 111
308, 0.77, true, 98
308, 0.25, true, 110
309, 0.26, true, 113
309, 0.25, true, 107
309, 0.77, true, 109
309, 0.25, true, 103
310, 0.26, true, 101
310, 0.25, true, 108
310, 0.77, true, 102
310, 0.25, true, 105
311, 0.81, true, 103
311, 0.25, true, 101
311, 0.77, true, 104
311, 0.25, true, 103
312, 0.27, true, 104
312, 0.25, true, 99
312, 0.77, true, 104
312, 0.25, true, 104
313, 0.81, true, 105
313, 0.25, true, 108
313, 0.77, true, 125
313, 0.25, true, 100
314, 0.27, true, 101
314, 0.25, true, 111
314, 0.76, true, 107
314, 0.25, true, 105
315, 0.79, true, 99
315, 0.25, true, 102
315, 0.76, true, 98
315, 0.25, true, 104
316, 0.25, true, 107
316, 0.25, true, 102
316, 0.76, true, 97
316, 0.25, true, 103
317, 0.79, true, 103
317, 0.25, true, 106
317, 0.76, true, 97
317, 0.25, true, 104
318, 0.25, true, 100
318, 0.24, true, 135
318, 0.75, true, 100
318, 0.24, true, 104
319, 0.27, true, 105
319, 0.24, true, 102
319, 0.75, true, 114
319, 0.24, true, 108
320, 0.27, true, 101
320, 0.24, true, 102
320, 0.75, true, 100
320, 0.24, true, 103
321, 0.27, true, 113
321, 0.24, true, 103
321, 0.75, true, 111
321, 0.24, true, 104
322, 0.27, true, 106
322, 0.24, true, 104
322, 0.76, true, 103
322, 0.25, true, 101
323, 0.81, true, 106
323, 0.25, true, 104
323, 0.76, true, 97
323, 0.25, true, 105
324, 0.81, true, 96
324, 0.25, true, 101
324, 0.76, true, 98
324, 0.25, true, 101
325, 0.81, true, 100
325, 0.25, true, 110
325, 0.76, true, 100
325, 0.25, true, 101
326, 0.26, true, 101
326, 0.25, true, 101
326, 0.77, true, 103
326, 0.25, true, 103
327, 0.81, true, 95
327, 0.25, true, 101
327, 0.77, true, 99
327, 0.25, true, 104
328, 0.27, true, 106
328, 0.25, true, 104
328, 0.77, true, 100
328, 0.25, true, 99
329, 0.81, true, 102
329, 0.25, true, 104
329, 0.77, true, 98
329, 0.25, true, 105
330, 0.27, true, 107
330, 0.25, true, 101
330, 0.77, true, 100
330, 0.25, true, 100
331, 0.81, true, 95
331, 0.25, true, 107
331, 0.77, true, 98
331, 0.25, true, 101
332, 0.27, true, 113
332, 0.25, true, 103
332, 0.77, true, 99
332, 0.25, true, 105
333, 0.27, true, 104
333, 0.25, true, 106
333, 0.77, true, 101
333, 0.25, true, 104
334, 0.27, true, 113
334, 0.25, true, 109
334, 0.77, true, 100
334, 0.25, true, 104
335, 0.80, true, 98
335, 0.25, true, 105
335, 0.77, true, 99
335, 0.25, true, 103
336, 0.26, true, 106
336, 0.25, true, 106
336, 0.77, true, 100
336, 0.25, true, 102
337, 0.80, true, 98
337, 0.25, true, 112
337, 0.77, true, 100
337, 0.25, true, 103
338, 0.80, true, 100
338, 0.25, true, 105
338, 0.77, true, 100
338, 0.25, true, 103
339, 0.27, true, 102
339, 0.26, true, 102
339, 0.77, true, 106
339, 0.26, true, 101
340, 0.81, true, 101
340, 0.26, true, 102
340, 0.77, true, 101
340, 0.26, true, 100
341, 0.81, true, 99
341, 0.26, true, 102
341, 0.77, true, 99
341, 0.26, true, 103
342, 0.81, true, 105
342, 0.26, true, 100
342, 0.77, true, 101
342, 0.26, true, 107
343, 0.27, true, 101
343, 0.25, true, 100
343, 0.77, true, 101
343, 0.25, true, 104
344, 0.81, true, 97
344, 0.25, true, 101
344, 0.77, true, 98
344, 0.25, true, 102
345, 0.81, true, 97
345, 0.25, true, 102
345, 0.77, true, 100
345, 0.25, true, 103
346, 0.81, true, 103
346, 0.25, true, 109
346, 0.77, true, 98
346, 0.25, true, 101
347, 0.81, true, 101
347, 0.25, true, 103
347, 0.77, true, 100
347, 0.25, true, 102
348, 0.27, true, 106
348, 0.25, true, 102
348, 0.77, true, 99
348, 0.25, true, 102
349, 0.81, true, 102
349, 0.25, true, 103
349, 0.77, true, 99
349, 0.25, true, 102
350, 0.81, true, 98
350, 0.25, true, 101
350, 0.77, true, 98
350, 0.25, true, 101
351, 0.27, true, 104
351, 0.25, true, 104
351, 0.77, true, 98
351, 0.25, true, 103
352, 0.81, true, 102
352, 0.25, true, 105
352, 0.77, true, 100
352, 0.25, true, 105
353, 0.81, true, 98
353, 0.25, true, 104
353, 0.77, true, 138
353, 0.25, true, 107
354, 0.81, true, 96
354, 0.25, true, 104
354, 0.77, true, 102
354, 0.25, true, 100
355, 0.26, true, 101
355, 0.25, true, 101
355, 0.76, true, 100
355, 0.25, true, 102
356, 0.80, true, 96
356, 0.25, true, 104
356, 0.76, true, 99
356, 0.25, true, 102
357, 0.80, true, 101
357, 0.25, true, 101
357, 0.76, true, 103
357, 0.25, true, 104
358, 0.26, true, 105
358, 0.25, true, 105
358, 0.76, true, 101
358, 0.25, true, 99
359, 0.81, true, 97
359, 0.24, true, 101
359, 0.75, true, 98
359, 0.24, true, 102
360, 0.27, true, 105
360, 0.24, true, 101
360, 0.75, true, 117
360, 0.24, true, 103
361, 0.81, true, 98
361, 0.24, true, 102
361, 0.75, true, 103
361, 0.24, true, 97
362, 0.81, true, 102
362, 0.24, true, 101
362, 0.75, true, 97
362, 0.24, true, 108
363, 0.80, true, 97
363, 0.25, true, 103
363, 0.76, true, 98
363, 0.25, true, 104
364, 0.26, true, 103
364, 0.25, true, 105
364, 0.76, true, 101
364, 0.25, true, 102
365, 0.26, true, 104
365, 0.25, true, 118
365, 0.76, true, 99
365, 0.25, true, 102
366, 0.26, true, 107
366, 0.25, true, 101
366, 0.76, true, 102
366, 0.25, true, 99
367, 0.27, true, 104
367, 0.25, true, 104
367, 0.77, true, 100
367, 0.25, true, 102
368, 0.27, true, 104
368, 0.25, true, 103
368, 0.77, true, 102
368, 0.25, true, 103
369, 0.27, true, 102
369, 0.25, true, 103
369, 0.77, true, 99
369, 0.25, true, 100
370, 0.81, true, 96
370, 0.25, true, 103
370, 0.77, true, 104
370, 0.25, true, 104
371, 0.81, true, 101
371, 0.25, true, 103
371, 0.77, true, 103
371, 0.25, true, 106
372, 0.27, true, 101
372, 0.25, true, 104
372, 0.77, true, 106
372, 0.25, true, 102
373, 0.27, true, 105
373, 0.25, true, 102
373, 0.77, true, 99
373, 0.25, true, 102
374, 0.81, true, 97
374, 0.25, true, 101
374, 0.77, true, 99
374, 0.25, true, 101
375, 0.26, true, 106
375, 0.25, true, 101
375, 0.77, true, 100
375, 0.25, true, 102
376, 0.26, true, 105
376, 0.25, true, 104
376, 0.77, true, 98
376, 0.25, true, 104
377, 0.26, true, 143
377, 0.25, true, 104
377, 0.77, true, 99
377, 0.25, true, 104
378, 0.80, true, 102
378, 0.25, true, 105
378, 0.77, true, 102
378, 0.25, true, 101
379, 0.81, true, 100
379, 0.25, true, 101
379, 0.77, true, 98
379, 0.25, true, 102
380, 0.27, true, 105
380, 0.25, true, 106
380, 0.77, true, 99
380, 0.25, true, 106
381, 0.81, true, 101
381, 0.25, true, 102
381, 0.77, true, 99
381, 0.25, true, 102
382, 0.27, true, 106
382, 0.25, true, 102
382, 0.77, true, 102
382, 0.25, true, 106
383, 0.27, true, 102
383, 0.25, true, 101
383, 0.77, true, 102
383, 0.25, true, 102
384, 0.27, true, 101
384, 0.25, true, 102
384, 0.77, true, 101
384, 0.25, true, 104
385, 0.27, true, 103
385, 0.25, true, 101
385, 0.77, true, 100
385, 0.25, true, 104
386, 0.81, true, 98
386, 0.25, true, 101
386, 0.77, true, 100
386, 0.25, true, 101
387, 0.27, true, 101
387, 0.25, true, 104
387, 0.77, true, 98
387, 0.25, true, 101
388, 0.81, true, 96
388, 0.25, true, 108
388, 0.77, true, 99
388, 0.25, true, 104
389, 0.81, true, 97
389, 0.25, true, 106
389, 0.77, true, 101
389, 0.25, true, 107
390, 0.27, true, 107
390, 0.25, true, 101
390, 0.77, true, 102
390, 0.25, true, 101
391, 0.27, true, 107
391, 0.25, true, 105
391, 0.77, true, 134
391, 0.25, true, 99
392, 0.27, true, 106
392, 0.25, true, 104
392, 0.77, true, 98
392, 0.25, true, 104
393, 0.81, true, 100
393, 0.25, true, 102
393, 0.77, true, 100
393, 0.25, true, 102
394, 0.27, true, 112
394, 0.25, true, 102
394, 0.77, true, 99
394, 0.25, true, 102
395, 0.27, true, 106
395, 0.25, true, 103
395, 0.76, true, 99
395, 0.25, true, 106
396, 0.80, true, 98
396, 0.25, true, 105
396, 0.76, true, 99
396, 0.25, true, 103
397, 0.25, true, 110
397, 0.25, true, 111
397, 0.76, true, 102
397, 0.25, true, 103
398, 0.80, true, 101
398, 0.25, true, 105
398, 0.76, true, 101
398, 0.25, true, 105
399, 0.80, true, 98
399, 0.25, true, 99
399, 0.75, true, 98
399, 0.24, true, 102
400, 0.27, true, 106
400, 0.24, true, 102
400, 0.75, true, 99
400, 0.24, true, 101
401, 0.81, true, 99
401, 0.24, true, 102
401, 0.75, true, 99
401, 0.24, true, 101
402, 0.27, true, 106
402, 0.24, true, 101
402, 0.75, true, 101
402, 0.24, true, 102
403, 0.27, true, 102
403, 0.24, true, 104
403, 0.75, true, 101
403, 0.23, true, 103
404, 0.25, true, 133
404, 0.23, true, 101
404, 0.75, true, 105
404, 0.23, true, 102
405, 0.79, true, 97
405, 0.23, true, 101
405, 0.75, true, 99
405, 0.23, true, 104
406, 0.79, true, 100
406, 0.23, true, 104
406, 0.73, true, 101
406, 0.23, true, 102
407, 0.25, true, 108
407, 0.23, true, 101
407, 0.75, true, 100
407, 0.24, true, 105
408, 0.26, true, 107
408, 0.24, true, 103
408, 0.75, true, 101
408, 0.24, true, 106
409, 0.80, true, 98
409, 0.24, true, 104
409, 0.75, true, 102
409, 0.24, true, 106
410, 0.26, true, 109
410, 0.24, true, 104
410, 0.75, true, 101
410, 0.24, true, 106
411, 0.26, true, 124
411, 0.24, true, 104
411, 0.75, true, 99
411, 0.23, true, 102
412, 0.25, true, 102
412, 0.23, true, 101
412, 0.75, true, 102
412, 0.23, true, 99
413, 0.25, true, 101
413, 0.23, true, 101
413, 0.75, true, 98
413, 0.23, true, 100
414, 0.79, true, 104
414, 0.23, true, 102
414, 0.75, true, 99
414, 0.23, true, 105
415, 0.25, true, 107
415, 0.23, true, 101
415, 0.75, true, 104
415, 0.23, true, 100
416, 0.79, true, 96
416, 0.23, true, 102
416, 0.75, true, 99
416, 0.23, true, 98
417, 0.25, true, 106
417, 0.23, true, 106
417, 0.75, true, 102
417, 0.23, true, 102
418, 0.79, true, 96
418, 0.23, true, 101
418, 0.75, true, 107
418, 0.23, true, 108
419, 0.25, true, 108
419, 0.23, true, 107
419, 0.75, true, 103
419, 0.24, true, 104
420, 0.79, true, 99
420, 0.24, true, 106
420, 0.75, true, 99
420, 0.24, true, 108
421, 0.79, true, 97
421, 0.24, true, 102
421, 0.75, true, 101
421, 0.24, true, 100
422, 0.25, true, 112
422, 0.24, true, 102
422, 0.75, true, 98
422, 0.24, true, 105
423, 0.25, true, 110
423, 0.24, true, 102
423, 0.75, true, 99
423, 0.24, true, 102
424, 0.79, true, 101
424, 0.24, true, 104
424, 0.75, true, 98
424, 0.24, true, 105
425, 0.25, true, 108
425, 0.24, true, 105
425, 74.60, true, 163
425, 93.07, true, 172
426, 0.25, true, 106
426, 0.24, true, 104
426, 74.20, true, 161
426, 93.07, true, 173
427, 0.79, true, 98
427, 0.24, true, 104
427, 0.75, true, 100
427, 0.24, true, 102
428, 0.79, true, 99
428, 0.24, true, 104
428, 0.75, true, 98
428, 0.24, true, 102
429, 0.79, true, 101
429, 0.24, true, 102
429, 74.73, true, 164
429, 93.07, true, 168
430, 0.79, true, 98
430, 0.24, true, 102
430, 0.75, true, 105
430, 0.24, true, 100
431, 0.25, true, 105
431, 0.24, true, 119
431, 82.60, true, 163
431, 93.07, true, 172
432, 0.80, true, 97
432, 0.24, true, 100
432, 84.15, true, 166
432, 93.07, true, 167
433, 0.80, true, 98
433, 0.24, true, 103
433, 89.79, true, 171
433, 93.07, true, 171
434, 0.25, true, 108
434, 0.24, true, 102
434, 0.75, true, 100
434, 0.24, true, 103
435, 0.80, true, 98
435, 0.24, true, 101
435, 80.27, true, 166
435, 93.07, true, 170
436, 0.24, true, 106
436, 0.23, true, 105
436, 80.66, true, 163
436, 93.07, true, 167
437, 0.24, true, 109
437, 0.23, true, 102
437, 0.75, true, 100
437, 0.23, true, 99
438, 0.24, true, 105
438, 0.23, true, 101
438, 74.69, true, 165
438, 93.07, true, 170
439, 0.78, true, 102
439, 0.23, true, 105
439, 81.23, true, 163
439, 93.07, true, 170
440, 0.25, true, 107
440, 0.22, true, 101
440, 0.74, true, 102
440, 0.22, true, 103
441, 0.25, true, 123
441, 0.22, true, 103
441, 0.74, true, 102
441, 0.22, true, 100
442, 0.25, true, 111
442, 0.22, true, 101
442, 80.89, true, 161
442, 93.07, true, 171
443, 0.79, true, 101
443, 0.22, true, 101
443, 0.74, true, 103
443, 0.22, true, 111
444, 0.26, true, 103
444, 0.25, true, 100
444, 0.76, true, 99
444, 0.25, true, 103
445, 0.26, true, 104
445, 0.25, true, 103
445, 89.51, true, 172
445, 93.07, true, 176
446, 0.26, true, 107
446, 0.25, true, 100
446, 0.76, true, 101
446, 0.25, true, 102
447, 0.26, true, 103
447, 0.25, true, 99
447, 86.44, true, 166
447, 93.07, true, 168
448, 0.81, true, 97
448, 0.25, true, 101
448, 79.70, true, 161
448, 93.07, true, 171
449, 0.81, true, 96
449, 0.25, true, 102
449, 0.77, true, 119
449, 0.25, true, 103
450, 0.81, true, 99
450, 0.25, true, 105
450, 0.77, true, 100
450, 0.25, true, 101
451, 0.27, true, 105
451, 0.25, true, 103
451, 0.77, true, 99
451, 0.25, true, 104
452, 0.81, true, 102
452, 0.25, true, 100
452, 0.77, true, 98
452, 0.25, true, 101
453, 0.27, true, 106
453, 0.25, true, 102
453, 0.25, true, 117
453, 0.25, true, 105
454, 0.81, true, 98
454, 0.25, true, 103
454, 0.77, true, 100
454, 0.25, true, 105
455, 0.81, true, 99
455, 0.25, true, 104
455, 0.77, true, 99
455, 0.25, true, 101
456, 0.26, true, 104
456, 0.25, true, 100
456, 0.76, true, 99
456, 0.25, true, 101
457, 0.26, true, 109
457, 0.25, true, 103
457, 0.76, true, 101
457, 0.25, true, 106
458, 0.80, true, 101
458, 0.25, true, 104
458, 0.76, true, 98
458, 0.25, true, 103
459, 0.26, true, 106
459, 0.25, true, 106
459, 0.76, true, 99
459, 0.25, true, 103
460, 0.27, true, 107
460, 0.25, true, 102
460, 0.77, true, 99
460, 0.25, true, 116
461, 0.27, true, 102
461, 0.25, true, 105
461, 0.77, true, 98
461, 0.25, true, 103
462, 0.27, true, 103
462, 0.25, true, 103
462, 0.77, true, 97
462, 0.25, true, 102
463, 0.81, true, 95
463, 0.25, true, 101
463, 0.77, true, 100
463, 0.25, true, 101
464, 0.81, true, 99
464, 0.25, true, 103
464, 0.77, true, 100
464, 0.25, true, 101
465, 0.27, true, 103
465, 0.25, true, 101
465, 0.77, true, 102
465, 0.25, true, 104
466, 0.81, true, 107
466, 0.25, true, 100
466, 0.77, true, 102
466, 0.25, true, 102
467, 0.81, true, 102
467, 0.25, true, 105
467, 0.77, true, 102
467, 0.25, true, 106
468, 99.86, true, 181
468, 93.44, true, 171
468, 90.44, true, 170
468, 93.07, true, 163
469, 0.27, true, 106
469, 0.25, true, 102
469, 0.77, true, 102
469, 0.25, true, 105
470, 0.27, true, 107
470, 0.25, true, 104
470, 0.77, true, 102
470, 0.25, true, 103
471, 0.81, true, 102
471, 0.25, true, 103
471, 0.77, true, 98
471, 0.25, true, 103
472, 99.86, true, 181
472, 93.44, true, 171
472, 90.44, true, 164
472, 93.07, true, 190
473, 96.47, true, 189
473, 99.99, true, 180
473, 90.58, true, 166
473, 93.07, true, 188
474, 99.86, true, 185
474, 93.44, true, 169
474, 90.44, true, 163
474, 93.07, true, 169
475, 99.86, true, 186
475, 93.44, true, 170
475, 90.44, true, 163
475, 93.07, true, 169
476, 99.86, true, 183
476, 93.43, true, 173
476, 90.44, true, 163
476, 93.07, true, 170
477, 99.86, true, 184
477, 93.44, true, 177
477, 90.44, true, 202
477, 93.07, true, 164
478, 99.86, true, 179
478, 93.43, true, 181
478, 90.44, true, 176
478, 93.07, true, 169
479, 99.86, true, 179
479, 93.44, true, 173
479, 90.44, true, 168
479, 93.07, true, 173
480, 0.81, true, 102
480, 0.24, true, 104
480, 0.75, true, 102
480, 0.24, true, 101
481, 99.86, true, 186
481, 93.43, true, 173
481, 90.44, true, 166
481, 93.07, true, 171
482, 99.86, true, 185
482, 93.43, true, 173
482, 90.44, true, 176
482, 93.07, true, 172
483, 0.27, true, 110
483, 0.24, true, 106
483, 0.75, true, 99
483, 0.24, true, 103
484, 99.86, true, 182
484, 93.48, true, 172
484, 90.48, true, 165
484, 93.11, true, 171
485, 0.60, true, 100
485, 0.04, true, 103
485, 0.56, true, 100
485, 0.04, true, 101
486, 0.06, true, 104
486, 0.04, true, 101
486, 0.56, true, 97
486, 0.04, true, 99
487, 0.60, true, 96
487, 0.04, true, 105
487, 0.56, true, 101
487, 0.04, true, 98
488, 0.61, true, 99
488, 0.05, true, 102
488, 0.56, true, 100
488, 0.05, true, 104
489, 0.61, true, 95
489, 0.05, true, 99
489, 0.56, true, 100
489, 0.05, true, 98
490, 0.07, true, 107
490, 0.05, true, 102
490, 0.56, true, 103
490, 0.05, true, 101
491, 0.07, true, 104
491, 0.05, true, 102
491, 0.56, true, 103
491, 0.05, true, 103
492, 0.60, true, 105
492, 0.05, true, 100
492, 0.56, true, 103
492, 0.05, true, 103
493, 0.06, true, 104
493, 0.05, true, 105
493, 0.56, true, 100
493, 0.05, true, 102
494, 0.60, true, 104
494, 0.05, true, 100
494, 0.56, true, 99
494, 0.05, true, 100
495, 0.60, true, 96
495, 0.05, true, 99
495, 0.56, true, 100
495, 0.05, true, 103
496, 0.60, true, 97
496, 0.05, true, 98
496, 0.56, true, 98
496, 0.05, true, 99
497, 0.60, true, 96
497, 0.05, true, 102
497, 0.56, true, 101
497, 0.05, true, 102
498, 0.60, true, 98
498, 0.05, true, 100
498, 0.56, true, 103
498, 0.05, true, 99
499, 0.60, true, 102
499, 0.05, true, 103
499, 0.56, true, 97
499, 0.05, true, 100
500, 0.61, true, 95
500, 0.05, true, 101
500, 0.57, true, 100
500, 0.05, true, 100
501, 0.61, true, 100
501, 0.05, true, 103
501, 0.57, true, 104
501, 0.05, true, 99
502, 0.61, true, 102
502, 0.05, true, 98
502, 0.57, true, 100
502, 0.05, true, 105
503, 0.07, true, 101
503, 0.05, true, 100
503, 0.57, true, 100
503, 0.05, true, 101
504, 0.60, true, 101
504, 0.05, true, 100
504, 0.56, true, 99
504, 0.05, true, 99
505, 0.60, true, 98
505, 0.05, true, 101
505, 0.56, true, 102
505, 0.05, true, 102
506, 0.60, true, 98
506, 0.05, true, 99
506, 0.56, true, 99
506, 0.05, true, 99
507, 0.60, true, 97
507, 0.05, true, 99
507, 0.56, true, 101
507, 0.05, true, 99
508, 0.06, true, 102
508, 0.05, true, 98
508, 0.56, true, 98
508, 0.05, true, 100
509, 0.06, true, 103
509, 0.05, true, 102
509, 0.56, true, 99
509, 0.05, true, 98
510, 0.06, true, 105
510, 0.05, true, 102
510, 0.56, true, 97
510, 0.05, true, 100
511, 0.60, true, 102
511, 0.05, true, 98
511, 0.56, true, 110
511, 0.05, true, 98
512, 0.60, true, 99
512, 0.05, true, 100
512, 0.56, true, 100
512, 0.05, true, 100
513, 0.61, true, 96
513, 0.05, true, 102
513, 0.56, true, 99
513, 0.05, true, 99
514, 0.07, true, 110
514, 0.05, true, 103
514, 0.56, true, 99
514, 0.05, true, 101
515, 0.07, true, 100
515, 0.05, true, 98
515, 0.56, true, 108
515, 0.05, true, 98
516, 0.61, true, 99
516, 0.05, true, 101
516, 0.56, true, 99
516, 0.05, true, 98
517, 0.59, true, 98
517, 0.05, true, 103
517, 0.56, true, 99
517, 0.05, true, 106
518, 0.05, true, 107
518, 0.05, true, 100
518, 0.56, true, 101
518, 0.05, true, 101
519, 0.05, true, 101
519, 0.05, true, 99
519, 0.54, true, 102
519, 0.05, true, 98
520, 0.05, true, 107
520, 0.05, true, 101
520, 0.55, true, 102
520, 0.03, true, 101
521, 0.60, true, 105
521, 0.03, true, 102
521, 0.55, true, 101
521, 0.03, true, 100
522, 0.06, true, 103
522, 0.03, true, 101
522, 0.55, true, 100
522, 0.03, true, 101
523, 0.60, true, 110
523, 0.03, true, 107
523, 0.55, true, 98
523, 0.03, true, 100
524, 0.60, true, 100
524, 0.03, true, 100
524, 0.55, true, 99
524, 0.04, true, 108
525, 0.60, true, 98
525, 0.04, true, 104
525, 0.56, true, 99
525, 0.04, true, 100
526, 0.60, true, 101
526, 0.04, true, 103
526, 0.56, true, 100
526, 0.04, true, 102
527, 0.60, true, 101
527, 0.04, true, 101
527, 0.56, true, 144
527, 0.04, true, 100
528, 0.06, true, 102
528, 0.04, true, 102
528, 0.56, true, 101
528, 0.05, true, 101
529, 0.61, true, 100
529, 0.05, true, 98
529, 0.56, true, 100
529, 0.05, true, 98
530, 0.61, true, 99
530, 0.05, true, 103
530, 0.56, true, 100
530, 0.05, true, 98
531, 0.07, true, 105
531, 0.05, true, 98
531, 0.56, true, 98
531, 0.05, true, 102
532, 0.61, true, 104
532, 0.05, true, 99
532, 0.56, true, 101
532, 0.05, true, 101
533, 0.06, true, 106
533, 0.05, true, 102
533, 0.56, true, 99
533, 0.05, true, 101
534, 0.60, true, 96
534, 0.05, true, 101
534, 0.56, true, 98
534, 0.05, true, 102
535, 0.60, true, 96
535, 0.05, true, 99
535, 0.56, true, 101
535, 0.05, true, 102
536, 0.60, true, 133
536, 0.05, true, 123
536, 0.56, true, 106
536, 0.05, true, 103
537, 0.60, true, 103
537, 0.05, true, 101
537, 0.05, true, 110
537, 0.05, true, 119
538, 0.60, true, 161
538, 0.05, true, 132
538, 0.56, true, 99
538, 0.05, true, 104
539, 0.61, true, 105
539, 0.05, true, 106
539, 0.56, true, 103
539, 0.05, true, 104
540, 0.61, true, 106
540, 0.05, true, 108
540, 0.56, true, 106
540, 0.05, true, 103
541, 0.61, true, 119
541, 0.05, true, 106
541, 0.56, true, 103
541, 0.05, true, 102
542, 0.06, true, 114
542, 0.05, true, 103
542, 0.56, true, 105
542, 0.05, true, 99
543, 0.06, true, 110
543, 0.05, true, 103
543, 0.56, true, 102
543, 0.05, true, 98
544, 0.60, true, 96
544, 0.05, true, 98
544, 0.56, true, 98
544, 0.05, true, 99
545, 0.06, true, 100
545, 0.05, true, 102
545, 0.56, true, 100
545, 0.05, true, 100
546, 0.60, true, 101
546, 0.05, true, 100
546, 0.56, true, 98
546, 0.05, true, 101
547, 0.60, true, 101
547, 0.05, true, 100
547, 0.56, true, 105
547, 0.05, true, 106
548, 0.06, true, 112
548, 0.05, true, 122
548, 0.56, true, 104
548, 0.05, true, 97
549, 0.06, true, 104
549, 0.05, true, 98
549, 0.56, true, 101
549, 0.05, true, 96
550, 0.07, true, 104
550, 0.05, true, 95
550, 0.56, true, 100
550, 0.05, true, 95
551, 0.07, true, 101
551, 0.05, true, 99
551, 0.56, true, 99
551, 0.05, true, 102
552, 0.07, true, 104
552, 0.05, true, 98
552, 0.56, true, 102
552, 0.05, true, 99
553, 0.61, true, 114
553, 0.05, true, 106
553, 0.56, true, 101
553, 0.05, true, 100
554, 0.59, true, 100
554, 0.04, true, 101
554, 0.56, true, 99
554, 0.04, true, 102
555, 0.05, true, 98
555, 0.04, true, 101
555, 0.56, true, 102
555, 0.04, true, 98
556, 0.59, true, 97
556, 0.04, true, 101
556, 0.56, true, 108
556, 0.04, true, 98
557, 0.05, true, 109
557, 0.04, true, 100
557, 0.56, true, 99
557, 0.04, true, 104
558, 0.06, true, 104
558, 0.03, true, 100
558, 0.55, true, 100
558, 0.03, true, 99
559, 0.60, true, 100
559, 0.03, true, 100
559, 0.55, true, 100
559, 0.03, true, 115
560, 0.60, true, 100
560, 0.03, true, 99
560, 0.55, true, 99
560, 0.03, true, 98
561, 0.06, true, 105
561, 0.03, true, 103
561, 0.55, true, 122
561, 0.03, true, 105
562, 0.60, true, 96
562, 0.05, true, 100
562, 0.56, true, 100
562, 0.05, true, 101
563, 0.60, true, 99
563, 0.05, true, 102
563, 0.56, true, 106
563, 0.05, true, 99
564, 0.06, true, 102
564, 0.05, true, 100
564, 0.56, true, 105
564, 0.05, true, 104
565, 0.06, true, 102
565, 0.05, true, 99
565, 0.56, true, 101
